step,phase,x,y,z
622,warmup,-13.054572,-19.612810,24.662713
623,warmup,-13.710396,-19.852350,26.565409
624,warmup,-14.324591,-19.850515,28.578834
625,warmup,-14.877184,-19.569094,30.660236
626,warmup,-15.346375,-18.977635,32.753960
627,warmup,-15.709501,-18.058298,34.792900
628,warmup,-15.944380,-16.810584,36.701958
629,warmup,-16.031001,-15.255005,38.403583
630,warmup,-15.953401,-13.434657,39.825017
631,warmup,-15.701527,-11.413818,40.906301
632,warmup,-15.272756,-9.273193,41.607610
633,warmup,-14.672800,-7.102204,41.914346
634,warmup,-13.915740,-4.989558,41.838722
635,warmup,-13.023122,-3.013902,41.417357
636,warmup,-12.022200,-1.236404,40.705398
637,warmup,-10.943620,0.303428,39.768564
638,warmup,-9.818915,1.588301,38.674863
639,warmup,-8.678194,2.620574,37.487579
640,warmup,-7.548317,3.417719,36.260492
641,warmup,-6.451713,4.007070,35.035565
642,warmup,-5.405835,4.420913,33.842759
643,warmup,-4.423160,4.692554,32.701298
644,warmup,-3.511589,4.853575,31.621704
645,warmup,-2.675072,4.932218,30.608021
646,warmup,-1.914343,4.952662,29.659867
647,warmup,-1.227643,4.934911,28.774126
648,warmup,-0.611387,4.895066,27.946233
649,warmup,-0.060742,4.845786,27.171072
650,warmup,0.429911,4.796825,26.443567
651,warmup,0.866602,4.755548,25.759027
652,warmup,1.255497,4.727413,25.113332
653,warmup,1.602688,4.716381,24.502995
654,warmup,1.914058,4.725263,23.925171
655,warmup,2.195178,4.756005,23.377611
656,warmup,2.451261,4.809915,22.858610
657,warmup,2.687126,4.887844,22.366951
658,warmup,2.907198,4.990333,21.901842
659,warmup,3.115512,5.117715,21.462871
660,warmup,3.315732,5.270203,21.049971
661,warmup,3.511179,5.447945,20.663384
662,warmup,3.704856,5.651068,20.303648
663,warmup,3.899477,5.879696,19.971581
664,warmup,4.097499,6.133965,19.668283
665,warmup,4.301145,6.414017,19.395135
666,warmup,4.512433,6.719985,19.153807
667,warmup,4.733188,7.051964,18.946274
668,warmup,4.965065,7.409974,18.774823
669,warmup,5.209556,7.793910,18.642071
670,warmup,5.467992,8.203478,18.550977
671,warmup,5.741540,8.638115,18.504850
672,warmup,6.031198,9.096902,18.507348
673,warmup,6.337768,9.578453,18.562471
674,warmup,6.661837,10.080797,18.674532
675,warmup,7.003733,10.601237,18.848110
676,warmup,7.363483,11.136198,19.087976
677,warmup,7.740755,11.681072,19.398976
678,warmup,8.134786,12.230045,19.785873
679,warmup,8.544312,12.775946,20.253138
680,warmup,8.967476,13.310103,20.804671
681,warmup,9.401738,13.822241,21.443460
682,warmup,9.843789,14.300448,22.171165
683,warmup,10.289455,14.731221,22.987640
684,warmup,10.733631,15.099654,23.890399
685,warmup,11.170234,15.389767,24.874062
686,warmup,11.592187,15.585044,25.929827
687,warmup,11.991472,15.669171,27.045012
688,warmup,12.359242,15.626997,28.202776
689,warmup,12.686018,15.445665,29.382081
690,warmup,12.961983,15.115878,30.557998
691,warmup,13.177372,14.633151,31.702436
692,warmup,13.322950,13.998936,32.785302
693,warmup,13.390549,13.221403,33.776099
694,warmup,13.373634,12.315738,34.645821
695,warmup,13.267844,11.303793,35.368995
696,warmup,13.071439,10.213048,35.925591
697,warmup,12.785600,9.074929,36.302568
698,warmup,12.414533,7.922646,36.494783
699,warmup,11.965344,6.788832,36.505149
700,warmup,11.447693,5.703274,36.343985
701,warmup,10.873251,4.691047,36.027706
702,warmup,10.255031,3.771264,35.577036
703,warmup,9.606654,2.956524,35.015059
704,warmup,8.941641,2.253046,34.365347
705,warmup,8.272782,1.661349,33.650398
706,warmup,7.611638,1.177291,32.890493
707,warmup,6.968204,0.793271,32.103025
708,warmup,6.350710,0.499431,31.302221
709,warmup,5.765583,0.284723,30.499212
710,warmup,5.217497,0.137781,29.702316
711,warmup,4.709525,0.047585,28.917443
712,warmup,4.243331,0.003902,28.148552
713,warmup,3.819388,-0.002441,27.398090
714,warmup,3.437205,0.020573,26.667381
715,warmup,3.095542,0.066172,25.956958
716,warmup,2.792605,0.128754,25.266821
717,warmup,2.526220,0.203793,24.596634
718,warmup,2.293977,0.287732,23.945872
719,warmup,2.093353,0.377855,23.313916
720,warmup,1.921803,0.472173,22.700122
721,warmup,1.776840,0.569304,22.103859
722,warmup,1.656086,0.668376,21.524539
723,warmup,1.557315,0.768932,20.961620
724,warmup,1.478477,0.870852,20.414618
725,warmup,1.417715,0.974292,19.883104
726,warmup,1.373372,1.079623,19.366700
727,warmup,1.343997,1.187394,18.865082
728,warmup,1.328337,1.298294,18.377972
729,warmup,1.325333,1.413124,17.905138
730,warmup,1.334112,1.532783,17.446396
731,warmup,1.353979,1.658252,17.001608
732,warmup,1.384406,1.790585,16.570684
733,warmup,1.425024,1.930908,16.153588
734,warmup,1.475613,2.080413,15.750342
735,warmup,1.536093,2.240366,15.361032
736,warmup,1.606520,2.412109,14.985818
737,warmup,1.687079,2.597063,14.624947
738,warmup,1.778077,2.796740,14.278763
739,warmup,1.879944,3.012747,13.947725
740,warmup,1.993224,3.246794,13.632423
741,warmup,2.118581,3.500704,13.333608
742,warmup,2.256793,3.776417,13.052210
743,warmup,2.408756,4.075993,12.789377
744,warmup,2.575479,4.401620,12.546508
745,warmup,2.758093,4.755605,12.325297
746,warmup,2.957845,5.140372,12.127786
747,warmup,3.176097,5.558444,11.956423
748,warmup,3.414332,6.012419,11.814127
749,warmup,3.674141,6.504934,11.704367
750,warmup,3.957220,7.038609,11.631251
751,warmup,4.265359,7.615971,11.599618
752,warmup,4.600420,8.239346,11.615143
753,warmup,4.964313,8.910725,11.684451
754,warmup,5.358954,9.631573,11.815221
755,warmup,5.786216,10.402592,12.016300
756,warmup,6.247853,11.223417,12.297782
757,warmup,6.745410,12.092235,12.671064
758,warmup,7.280092,13.005312,13.148840
759,warmup,7.852614,13.956437,13.745003
760,warmup,8.462997,14.936262,14.474414
761,warmup,9.110323,15.931570,15.352485
762,warmup,9.792448,16.924483,16.394503
763,warmup,10.505651,17.891701,17.614638
764,warmup,11.244256,18.803834,19.024554
765,warmup,12.000214,19.625018,20.631584
766,warmup,12.762694,20.312993,22.436452
767,warmup,13.517724,20.819922,24.430632
768,warmup,14.247944,21.094220,26.593528
769,warmup,14.932572,21.083671,28.889860
770,warmup,15.547682,20.739955,31.267798
771,warmup,16.066909,20.024489,33.658572
772,warmup,16.462667,18.915086,35.978327
773,warmup,16.707909,17.412490,38.132832
774,warmup,16.778367,15.545381,40.025220
775,warmup,16.655068,13.372292,41.566142
776,warmup,16.326791,10.979119,42.684876
777,warmup,15.792024,8.471758,43.339150
778,warmup,15.059997,5.964679,43.521301
779,warmup,14.150465,3.567524,43.259014
780,warmup,13.092171,1.372628,42.610261
781,warmup,11.920217,-0.553899,41.653694
782,warmup,10.672805,-2.175910,40.476903
783,warmup,9.387934,-3.485786,39.165289
784,warmup,8.100562,-4.499118,37.793638
785,warmup,6.840594,-5.247467,36.421353
786,warmup,5.631788,-5.771063,35.091159
787,warmup,4.491503,-6.112711,33.830381
788,warmup,3.431081,-6.313456,32.653685
789,warmup,2.456627,-6.409993,31.566300
790,warmup,1.569965,-6.433504,30.567063
791,warmup,0.769619,-6.409471,29.650937
792,warmup,0.051710,-6.358082,28.810917
793,warmup,-0.589270,-6.294920,28.039338
794,warmup,-1.159835,-6.231739,27.328717
795,warmup,-1.667025,-6.177208,26.672229
796,warmup,-2.118043,-6.137570,26.063945
797,warmup,-2.519996,-6.117201,25.498903
798,warmup,-2.879717,-6.119056,24.973085
799,warmup,-3.203651,-6.145032,24.483348
800,warmup,-3.497789,-6.196243,24.027324
801,warmup,-3.767634,-6.273237,23.603327
802,warmup,-4.018194,-6.376155,23.210257
803,warmup,-4.253990,-6.504854,22.847523
804,warmup,-4.479077,-6.658992,22.514972
805,warmup,-4.697068,-6.838080,22.212834
806,warmup,-4.911170,-7.041527,21.941681
807,warmup,-5.124205,-7.268646,21.702391
808,warmup,-5.338649,-7.518662,21.496121
809,warmup,-5.556651,-7.790695,21.324286
810,warmup,-5.780055,-8.083734,21.188540
811,warmup,-6.010423,-8.396602,21.090757
812,warmup,-6.249041,-8.727911,21.033008
813,warmup,-6.496928,-9.076002,21.017538
814,warmup,-6.754835,-9.438888,21.046732
815,warmup,-7.023241,-9.814181,21.123067
816,warmup,-7.302335,-10.199022,21.249059
817,warmup,-7.592003,-10.590009,21.427184
818,warmup,-7.891804,-10.983117,21.659786
819,warmup,-8.200935,-11.373643,21.948958
820,warmup,-8.518206,-11.756149,22.296397
821,warmup,-8.842000,-12.124432,22.703240
822,warmup,-9.170243,-12.471527,23.169862
823,warmup,-9.500372,-12.789747,23.695669
824,warmup,-9.829309,-13.070777,24.278858
825,warmup,-10.153456,-13.305832,24.916189
826,warmup,-10.468694,-13.485887,25.602759
827,warmup,-10.770413,-13.601988,26.331815
828,warmup,-11.053570,-13.645639,27.094623
829,warmup,-11.312777,-13.609259,27.880430
830,warmup,-11.542425,-13.486693,28.676537
831,warmup,-11.736852,-13.273737,29.468521
832,warmup,-11.890541,-12.968641,30.240613
833,warmup,-11.998351,-12.572534,30.976238
834,warmup,-12.055769,-12.089709,31.658702
835,warmup,-12.059163,-11.527728,32.271977
836,warmup,-12.006020,-10.897286,32.801538
837,warmup,-11.895146,-10.211839,33.235161
838,warmup,-11.726815,-9.486991,33.563603
839,warmup,-11.502833,-8.739687,33.781096
840,warmup,-11.226518,-7.987301,33.885578
841,warmup,-10.902597,-7.246682,33.878658
842,warmup,-10.537005,-6.533289,33.765304
843,warmup,-10.136634,-5.860466,33.553309
844,warmup,-9.709017,-5.238943,33.252608
845,warmup,-9.262009,-4.676576,32.874522
846,warmup,-8.803466,-4.178332,32.431013
847,warmup,-8.340953,-3.746466,31.934024
848,warmup,-7.881504,-3.380866,31.394941
849,warmup,-7.431440,-3.079485,30.824205
850,warmup,-6.996245,-2.838811,30.231077
851,warmup,-6.580501,-2.654332,29.623525
852,warmup,-6.187884,-2.520952,29.008232
853,warmup,-5.821191,-2.433354,28.390673
854,warmup,-5.482408,-2.386279,27.775239
855,warmup,-5.172795,-2.374739,27.165391
856,warmup,-4.892989,-2.394164,26.563821
857,warmup,-4.643107,-2.440494,25.972599
858,warmup,-4.422845,-2.510224,25.393311
859,warmup,-4.231583,-2.600411,24.827179
860,warmup,-4.068466,-2.708668,24.275160
861,warmup,-3.932486,-2.833125,23.738023
862,warmup,-3.822550,-2.972395,23.216422
863,warmup,-3.737535,-3.125526,22.710938
864,warmup,-3.676334,-3.291951,22.222131
865,warmup,-3.637895,-3.471445,21.750564
866,warmup,-3.621250,-3.664079,21.296836
867,warmup,-3.625533,-3.870177,20.861606
868,warmup,-3.649998,-4.090280,20.445611
869,warmup,-3.694026,-4.325112,20.049690
870,warmup,-3.757134,-4.575547,19.674802
871,warmup,-3.838976,-4.842581,19.322051
872,warmup,-3.939336,-5.127299,18.992701
873,warmup,-4.058132,-5.430854,18.688211
874,warmup,-4.195405,-5.754430,18.410250
875,warmup,-4.351307,-6.099215,18.160731
876,warmup,-4.526098,-6.466359,17.941841
877,warmup,-4.720124,-6.856938,17.756066
878,warmup,-4.933805,-7.271895,17.606226
879,warmup,-5.167614,-7.711985,17.495508
880,warmup,-5.422051,-8.177696,17.427487
881,warmup,-5.697616,-8.669166,17.406153
882,warmup,-5.994771,-9.186071,17.435925
883,warmup,-6.313901,-9.727503,17.521651
884,warmup,-6.655261,-10.291820,17.668591
885,warmup,-7.018917,-10.876484,17.882376
886,warmup,-7.404674,-11.477867,18.168925
887,warmup,-7.811993,-12.091048,18.534319
888,warmup,-8.239899,-12.709596,18.984622
889,warmup,-8.686868,-13.325358,19.525623
890,warmup,-9.150717,-13.928262,20.162496
891,warmup,-9.628472,-14.506167,20.899365
892,warmup,-10.116241,-15.044788,21.738771
893,warmup,-10.609096,-15.527741,22.681038
894,warmup,-11.100961,-15.936758,23.723563
895,warmup,-11.584540,-16.252116,24.860068
896,warmup,-12.051298,-16.453341,26.079866
897,warmup,-12.491502,-16.520209,27.367244
898,warmup,-12.894373,-16.434048,28.701073
899,warmup,-13.248340,-16.179308,30.054778
900,warmup,-13.541437,-15.745291,31.396807
901,warmup,-13.761822,-15.127862,32.691698
902,warmup,-13.898426,-14.330920,33.901789
903,warmup,-13.941676,-13.367355,34.989513
904,warmup,-13.884244,-12.259226,35.920093
905,warmup,-13.721742,-11.036989,36.664325
906,warmup,-13.453267,-9.737723,37.201076
907,warmup,-13.081712,-8.402500,37.519090
908,warmup,-12.613791,-7.073215,37.617771
909,warmup,-12.059734,-5.789318,37.506831
910,warmup,-11.432692,-4.584926,37.204826
911,warmup,-10.747915,-3.486717,36.736877
912,warmup,-10.021796,-2.512818,36.131977
913,warmup,-9.270898,-1.672720,35.420287
914,warmup,-8.511080,-0.968065,34.630822
915,warmup,-7.756778,-0.394030,33.789726
916,warmup,-7.020504,0.059006,32.919231
917,warmup,-6.312553,0.403771,32.037242
918,warmup,-5.640920,0.654586,31.157427
919,warmup,-5.011370,0.826149,30.289638
920,warmup,-4.427618,0.932629,29.440513
921,warmup,-3.891593,0.987083,28.614139
922,warmup,-3.403725,1.001112,27.812682
923,warmup,-2.963242,0.984725,27.036936
924,warmup,-2.568445,0.946340,26.286771
925,warmup,-2.216966,0.892874,25.561484
926,warmup,-1.905982,0.829884,24.860050
927,warmup,-1.632396,0.761738,24.181298
928,warmup,-1.392982,0.691784,23.524029
929,warmup,-1.184506,0.622517,22.887085
930,warmup,-1.003803,0.555729,22.269389
931,warmup,-0.847850,0.492648,21.669960
932,warmup,-0.713800,0.434052,21.087917
933,warmup,-0.599015,0.380373,20.522475
934,warmup,-0.501076,0.331778,19.972930
935,warmup,-0.417791,0.288238,19.438656
936,warmup,-0.347188,0.249587,18.919088
937,warmup,-0.287511,0.215564,18.413712
938,warmup,-0.237203,0.185846,17.922060
939,warmup,-0.194898,0.160083,17.443698
940,warmup,-0.159400,0.137908,16.978221
941,warmup,-0.129669,0.118960,16.525248
942,warmup,-0.104806,0.102891,16.084421
943,warmup,-0.084037,0.089374,15.655395
944,warmup,-0.066696,0.078106,15.237843
945,warmup,-0.052215,0.068813,14.831448
946,warmup,-0.040113,0.061249,14.435907
947,warmup,-0.029976,0.055196,14.050925
948,warmup,-0.021459,0.050462,13.676217
949,warmup,-0.014267,0.046884,13.311507
950,warmup,-0.008152,0.044320,12.956527
951,warmup,-0.002905,0.042650,12.611016
952,warmup,0.001651,0.041777,12.274721
953,warmup,0.005663,0.041618,11.947396
954,warmup,0.009259,0.042111,11.628801
955,warmup,0.012544,0.043206,11.318703
956,warmup,0.015610,0.044866,11.016877
957,warmup,0.018536,0.047069,10.723100
958,warmup,0.021389,0.049801,10.437160
959,warmup,0.024230,0.053059,10.158846
960,warmup,0.027113,0.056851,9.887956
961,warmup,0.030087,0.061194,9.624293
962,warmup,0.033198,0.066110,9.367663
963,warmup,0.036489,0.071635,9.117881
964,warmup,0.040004,0.077808,8.874764
965,warmup,0.043784,0.084681,8.638134
966,warmup,0.047874,0.092312,8.407821
967,warmup,0.052318,0.100768,8.183657
968,warmup,0.057163,0.110128,7.965479
969,warmup,0.062459,0.120479,7.753129
970,warmup,0.068261,0.131920,7.546454
971,warmup,0.074627,0.144563,7.345305
972,warmup,0.081621,0.158531,7.149538
973,warmup,0.089312,0.173964,6.959013
974,warmup,0.097777,0.191016,6.773595
975,warmup,0.107101,0.209861,6.593153
976,warmup,0.117377,0.230689,6.417560
977,warmup,0.128708,0.253715,6.246696
978,warmup,0.141209,0.279176,6.080444
979,warmup,0.155005,0.307336,5.918693
980,warmup,0.170238,0.338490,5.761338
981,warmup,0.187064,0.372964,5.608278
982,warmup,0.205654,0.411121,5.459422
983,warmup,0.226200,0.453366,5.314683
984,warmup,0.248917,0.500146,5.173983
985,warmup,0.274040,0.551963,5.037255
986,warmup,0.301832,0.609370,4.904441
987,warmup,0.332586,0.672986,4.775495
988,warmup,0.366626,0.743498,4.650387
989,warmup,0.404313,0.821668,4.529103
990,warmup,0.446049,0.908348,4.411649
991,warmup,0.492279,1.004480,4.298056
992,warmup,0.543499,1.111114,4.188386
993,warmup,0.600260,1.229419,4.082735
994,warmup,0.663176,1.360691,3.981242
995,warmup,0.732928,1.506371,3.884099
996,warmup,0.810272,1.668059,3.791564
997,warmup,0.896051,1.847532,3.703971
998,warmup,0.991199,2.046762,3.621753
999,warmup,1.096755,2.267931,3.545461
1000,sample,1.213873,2.513458,3.475789
1001,sample,1.343831,2.786016,3.413611
1002,sample,1.488050,3.088556,3.360021
1003,sample,1.648100,3.424325,3.316380
1004,sample,1.825723,3.796893,3.284379
1005,sample,2.022840,4.210163,3.266116
1006,sample,2.241572,4.668388,3.264185
1007,sample,2.484254,5.176175,3.281785
1008,sample,2.753446,5.738477,3.322860
1009,sample,3.051949,6.360563,3.392257
1010,sample,3.382810,7.047974,3.495917
1011,sample,3.749327,7.806420,3.641113
1012,sample,4.155036,8.641651,3.836704
1013,sample,4.603698,9.559228,4.093456
1014,sample,5.099251,10.564220,4.424375
1015,sample,5.645748,11.660758,4.845088
1016,sample,6.247249,12.851419,5.374223
1017,sample,6.907666,14.136393,6.033770
1018,sample,7.630538,15.512383,6.849364
1019,sample,8.418723,16.971166,7.850393
1020,sample,9.273967,18.497794,9.069804
1021,sample,10.196350,20.068396,10.543422
1022,sample,11.183555,21.647646,12.308508
1023,sample,12.229964,23.186036,14.401258
1024,sample,13.325571,24.617297,16.852868
1025,sample,14.454744,25.856543,19.683854
1026,sample,15.594924,26.800055,22.896448
1027,sample,16.715437,27.327950,26.465324
1028,sample,17.776688,27.311198,30.327568
1029,sample,18.730139,26.624322,34.373860
1030,sample,19.519557,25.164246,38.443996
1031,sample,20.084026,22.873981,42.330772
1032,sample,20.363022,19.767046,45.795968
1033,sample,20.303424,15.945578,48.599910
1034,sample,19.867639,11.603636,50.541411
1035,sample,19.041239,7.009153,51.499008
1036,sample,17.838030,2.464559,51.460331
1037,sample,16.300683,-1.744947,50.527684
1038,sample,14.496120,-5.399664,48.895841
1039,sample,12.506542,-8.374754,46.809210
1040,sample,10.418412,-10.643388,44.513572
1041,sample,8.312232,-12.257406,42.217672
1042,sample,6.255268,-13.316638,40.073003
1043,sample,4.298078,-13.938670,38.171398
1044,sample,2.474403,-14.236458,36.554399
1045,sample,0.803317,-14.305764,35.227348
1046,sample,-0.707591,-14.220765,34.173031
1047,sample,-2.058909,-14.034877,33.362375
1048,sample,-3.256506,-13.784122,32.761677
1049,sample,-4.309267,-13.491217,32.336913
1050,sample,-5.227462,-13.169415,32.055968
1051,sample,-6.021657,-12.825697,31.889569
1052,sample,-6.702061,-12.463224,31.811500
1053,sample,-7.278178,-12.083142,31.798486
1054,sample,-7.758674,-11.685850,31.829959
1055,sample,-8.151392,-11.271838,31.887827
1056,sample,-8.463436,-10.842207,31.956297
1057,sample,-8.701313,-10.398947,32.021752
1058,sample,-8.871077,-9.945012,32.072684
1059,sample,-8.978470,-9.484271,32.099642
1060,sample,-9.029050,-9.021343,32.095194
1061,sample,-9.028280,-8.561373,32.053863
1062,sample,-8.981589,-8.109765,31.972038
1063,sample,-8.894406,-7.671915,31.847836
