timestamp_utc,profile,coord_x,coord_y,nbytes,dt,warmup,quant_k,size,scale,seed_strategy,memory_type,token_fingerprint,field_fingerprint,keystream_sha256,chunk_size_bytes,chunk_count,unique_chunk_hashes,repeated_chunk_hash_count,max_chunk_hash_frequency,most_common_chunk_hash,lag_step_bytes,lag_match_ratio,detected_prefix_period_bytes
2026-05-16T15:14:14.257422+00:00,alice,12,34,1048576,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,b8ce10e014ed53eb9dfab2ce1e17997224a1d5923f62c790ec74ea5c0e611b26,2048,512,512,0,1,6e9d5f126f7b07b7610639a1da5eade05fd4d37d9c3282e7a1cd048a7dce8879,2048,0.003942560543052837,
2026-05-16T15:14:14.092427+00:00,alice,12,34,1048576,0.01,100,100000.0,128,0.1,neighborhood3,perlin,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,265c51e4280be77c31982f3c55a2b1b339de41d0027ccc77c4a1a9e931ea12ae,2048,512,512,0,1,a542ad5fc02ba66d962d02a8424074597a9950991eedb573a8170e0471ccfb7e,2048,0.0038775837818003913,
2026-05-16T15:14:15.411160+00:00,alice,12,34,1048576,0.01,100,100000.0,128,0.1,window_mean_3x3,opensimplex,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,4c63b5572566e8129ff2fa6013d20b5bb7351efc6737ce642fee443db8dcf837,2048,512,512,0,1,ca249315299f0a39a66cf0f41e8e5f70fa6b9b2ac2044e046dc4d8021b097775,2048,0.0038766282411937377,
2026-05-16T15:14:15.309296+00:00,alice,12,34,1048576,0.01,100,100000.0,128,0.1,window_mean_3x3,perlin,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,8961d882e761a738a1d6523ee39a6a7a145531a4aa5c66a0d0dd5f162ec333a1,2048,512,512,0,1,c1721659c6b01348469df93a4235f6bc7226091e533febf08d26461f9a38a245,2048,0.0038298067514677104,
2026-05-16T15:14:16.285128+00:00,alice,12,34,1048576,0.01,1000,100000.0,128,0.1,neighborhood3,opensimplex,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,65adf6de4f974e02aa7c79a65b3ee3a86d536089958cbf816c7500b2c1ed385e,2048,512,512,0,1,6acd575845be95e1ecc9c4c876aa01b6d7442d0cd0ff4be36d616eb65a7ba869,2048,0.003941605002446184,
2026-05-16T15:14:16.380793+00:00,alice,12,34,1048576,0.01,1000,100000.0,128,0.1,neighborhood3,perlin,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3dfa2a9120d6e39ab222e25a4bab83bc0acb478bacdfb21d499b997213ff23e6,2048,512,512,0,1,33723f1c4db0cd173e04b13bcbd619d5d2d727ba17f9c07794c28b691e8e206c,2048,0.003875672700587084,
2026-05-16T15:14:17.218030+00:00,alice,12,34,1048576,0.01,1000,100000.0,128,0.1,window_mean_3x3,opensimplex,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,aedec9c276e06b6870bf0e5d01d54429b81c38655ae02d9b6fd6814fda4e166c,2048,512,512,0,1,45bf3ebfb7fb16fff1e89eb4ba834c249b366980f8321d8539adf5bdc66af996,2048,0.0038728060787671234,
2026-05-16T15:14:17.292209+00:00,alice,12,34,1048576,0.01,1000,100000.0,128,0.1,window_mean_3x3,perlin,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,906251a32a63629653e2577725454cff63e9916f31eb45bbadc73edbcd26674d,2048,512,512,0,1,ce972d5e8d944e0ced433d3b1e6cf3a474314efd19b7addbf1db4a2a1a8ad8e5,2048,0.003830762292074364,
