timestamp_utc,profile,coord_x,coord_y,nbytes,dt,warmup,quant_k,size,scale,seed_strategy,memory_type,perturbation_type,perturbation_target,perturbation_bit_index,token_fingerprint_base,token_fingerprint_perturbed,field_fingerprint_base,field_fingerprint_perturbed,keystream_sha256_base,keystream_sha256_perturbed,hamming_distance_bits,hamming_distance_ratio
2026-05-16T15:03:13.254596+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,coord_y_bit_flip,coord_y,2,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,3a00df4757a6576449d055a0bcf8cd63ed2765b1c51b6be789b6feeb27478e26,1049142,0.500269889831543
2026-05-16T15:03:13.469011+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,coord_y_bit_flip,coord_y,3,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,c9724f6ecce7ed634f65c0d557ee7e9afaab8994e1a8fb7603b0dccde36c10d7,1048963,0.5001845359802246
2026-05-16T15:03:13.683833+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,coord_y_bit_flip,coord_y,4,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,d5c7e6953b8af71532299d64a76de40c532b53104f268ba642038a1b67c45a5f,1049804,0.5005855560302734
2026-05-16T15:03:13.907105+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,coord_y_bit_flip,coord_y,5,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,5ad9a92673c93273fb0934d4cbb68f8a557fd0cd1f87293843ca4708fe3c1ca2,1048086,0.49976634979248047
2026-05-16T15:03:14.123500+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,coord_y_bit_flip,coord_y,6,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,84c7241e688b58eeebeff7a382292b08b966874b31a2213a77f2ed387fffad08,1047699,0.49958181381225586
2026-05-16T15:03:14.342338+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,coord_y_bit_flip,coord_y,7,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,0,0.0
2026-05-16T15:03:10.573445+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,token_bit_flip,token,0,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,525071081a47d971a1f58431df26f4a7bb9639e48e19523f181769a3639c9371,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,fba12a787ee25b0d3279883926b1e0f8c8b7bcc2d1e674b907051bd23587ef14,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,003e627aac12814ab122304d94b60d5ddab6b337466f05460f0664c40934d7a7,1049029,0.500216007232666
2026-05-16T15:03:10.885893+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,token_bit_flip,token,1,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,d93069aa9f37b52ded5676cfeb094eaac1489c4fb85899b346b66b51eb223e4a,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,1fa3cbab9bcc26cc74d2a35160f04c48ced7461e43809a777a43c142c9ee8b80,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,3b0d01616690b23907e9e9a5ba25f0fd07bed7276341465dae4c499ce5537adc,1048456,0.4999427795410156
2026-05-16T15:03:11.193857+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,token_bit_flip,token,2,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,aff29e0842504889750036eec780b6ae5754e068c36e5254d82953dc8e4595b0,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,8092f67f2986dae9f95e7b0f1692c8707abe7d7b5a461a6fa2ed7996f44af30c,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,40852c5b9158dbff20a96b6293bafc5ec61202540da56ab9dcc9f018ff94683f,1049488,0.5004348754882812
2026-05-16T15:03:11.496434+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,token_bit_flip,token,3,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,ed43180337d99ebba8bbf3f5577059bb3690d86251f493cab0d1e2bc79a660d0,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,3019bd1bb2211cdf4d77115ea1bc9f8e8e19185e4576d1be420a97c79aea2fc5,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,2126d8966e197f5b421cd59331f891d69a3edef49b0efb777e2f26ff1adb272b,1048828,0.5001201629638672
2026-05-16T15:03:11.786355+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,token_bit_flip,token,4,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,e0c3486be98ab2b78b3775cde6783a808440b7a3925e48400a86ebb44a6ae62e,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,8da5935785667b59421fd3dd0e0fb3720a074563868d96fa7ac65567a31b748a,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,dce0044b74425babc83fc8a28149b6dea30d57f96293139f083bb99838dc9654,1048331,0.49988317489624023
2026-05-16T15:03:12.079398+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,token_bit_flip,token,5,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,7e32a729b1226ed1270f282a8c63054d09b26bc9ec53ea69771ce38158dfade8,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,46a587184f07831b0e24b8eebcf1d0eec9d0bfb9b23210dabade6c1f84726c9d,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,d6cd1857c05eac9312817e07a3cd9fc00bb55c2a52e043860a37ed5afd759977,1047175,0.4993319511413574
2026-05-16T15:03:12.385556+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,token_bit_flip,token,6,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,1b1d119f9406ef6ad3d1e6937fc99b9b2a09dd364a7e6093b2f6664c2bf13e77,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,632cdfbfe9955e67434ebb3c9314b2ab8c2fe6ba3bd2351fb599994dcddabc27,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,abea2026aa483b55bb68d61d64b6dc28494985afe74d9738ff6757afccc3d040,1050071,0.5007128715515137
2026-05-16T15:03:12.683504+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,opensimplex,token_bit_flip,token,7,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,5fea525d0f2ab175198c54a14193227195c6e20a4b9a298c02c4e1abad843c3d,e0e02ef8ed5c2cd3b3b86039fb6e6dccba9930092109da24c9141265a77b6d48,97a93e0f0fc6efa14894eca42d077d830404c3484452afefabdfb5afcf8e27f3,ea892f6ff3f745aaa7d78d99620cf07f0e93e6fb6ecd465db87ac3b2fd35876c,d67ddaceaf89b6352d23703e3606ff12a12f2f28deabdcb277e48f781518d1d0,1048361,0.49989748001098633
2026-05-16T15:03:16.160606+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_x_bit_flip,coord_x,0,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,9f53e7b98be1b3efc046b64ba82b32cb89a78b0236a377d8259893af5f7a3eb2,1049108,0.5002536773681641
2026-05-16T15:03:16.380889+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_x_bit_flip,coord_x,1,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,b08861bf0632b918e454c2d5d608657ecbf9b619b824f7902f888eac07dfc97e,1049109,0.5002541542053223
2026-05-16T15:03:16.571574+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_x_bit_flip,coord_x,2,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,02eb8edaccbb62b9682922f3ec9dc46915b9249995892dbbdbb23bd19c8ff13b,1048015,0.49973249435424805
2026-05-16T15:03:16.763804+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_x_bit_flip,coord_x,3,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,2687456c7491b87ea7bcc17d8ae2d76eabf08fe34e839787c270cc97b27354d6,1046998,0.49924755096435547
2026-05-16T15:03:16.952162+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_x_bit_flip,coord_x,4,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,b9f1ee52c34df57be09219cfc3645d87d3e1455096dc0b3902a174bfaaedfa7a,1048264,0.4998512268066406
2026-05-16T15:03:17.147542+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_x_bit_flip,coord_x,5,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,4bd1ca452867b182243f77e0bbdfd36fb5688ca6df7eeffc55c74af716756899,1048404,0.49991798400878906
2026-05-16T15:03:17.331381+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_x_bit_flip,coord_x,6,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,0f7ff231e3db0a893cac44743158014f11c3676c77293c1ab161f4a9f9f617d2,1049330,0.5003595352172852
2026-05-16T15:03:17.508454+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_x_bit_flip,coord_x,7,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,0,0.0
2026-05-16T15:03:16.278641+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_y_bit_flip,coord_y,0,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,8a39d2abd3999ab73c34db2476849cddf303ce389b35826850f9a700589b4a90,1048448,0.49993896484375
2026-05-16T15:03:16.476276+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_y_bit_flip,coord_y,1,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,2fa9696a7d3acb22f99c931167a492aebf4d4c5d9e83dcb8611fcea82be021bd,1049543,0.5004611015319824
2026-05-16T15:03:16.667961+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_y_bit_flip,coord_y,2,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,92c83cb1dff30463993affd045cc679efa3445090bec9864d243267d892542f0,1048515,0.4999709129333496
2026-05-16T15:03:16.858555+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_y_bit_flip,coord_y,3,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,c04594c3991d4691d0089dbde221f54963be1ba45b7c9a67d4722b48855feeec,1049530,0.5004549026489258
2026-05-16T15:03:17.053332+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_y_bit_flip,coord_y,4,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,229e4e3377a61c4e9fba135d45b9f044a1665b855b64f66baf6b597ae97a2389,1048245,0.49984216690063477
2026-05-16T15:03:17.241204+00:00,alice,12,34,262144,0.01,100,100000.0,128,0.1,neighborhood3,perlin,coord_y_bit_flip,coord_y,5,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,2bb80d537b1da3e38bd30361aa855686bde0eacd7162fef6a25fe97bf527a25b,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,3c0bf62b9eb2dac6d22a7ffc6ea8d7f78ebd05434392fec7aa49b43848145644,4f60c871c9ffb7c57b6a179c2436f3b1af47a53c9a795b46f25e82d18a63f61b,c7647011a31be22862ea395ff90076cc6d1e964c0921f3e89a0e1dd4e988c2f9,1048739,0.5000777244567871
