timestamp_utc,session_id,command_name,command_argv_json,command_arg_count,command_flag_count,duration_s,status,exit_code,error_message,artifact_paths_json,artifact_hashes_json,repro_key,repro_match_previous,failed_attempts_before_success
2026-05-16T17:03:26.562748+00:00,ba2_s1,nist-batch,"[""nist-batch"", ""--config"", ""examples/ba2_analyze_nist.yaml"", ""--out-runs"", ""out/ba2/nist_runs.csv"", ""--out-summary"", ""out/ba2/nist_summary.csv"", ""--out-json"", ""out/ba2/nist_batch.json"", ""--jobs"", ""2"", ""--json""]",12,6,108.211240962999,success,0,,"[""out/ba2/nist_runs.csv"", ""out/ba2/nist_summary.csv""]","{""out/ba2/nist_runs.csv"": ""2db7a26ce886b8cfb37bc262aca5aa6ee357fb9a9c3cf28626faa1fab6ca59d2"", ""out/ba2/nist_summary.csv"": ""b745c8e7ff89779e03fafc101375a2659de71eb58d42cc18c2036ef480c18a9c""}",nist_batch_v1,,0
